credit_limit,default,current_outstanding_balance,avg_bill_amount,total_paid,payment_ratio,num_late_payments,avg_delay,max_delay,recent_delay,credit_utilization
120000.0,1,316.0,316.0,1580.0,0.8328940432261466,0,-1.0,-1,-1,0.0026333113890717576
70000.0,1,41087.0,44245.833333333336,11010.0,0.041472675496090045,4,1.3333333333333333,2,2,0.5869487578748875
450000.0,1,5512.0,4494.166666666667,22589.0,0.8376844915819921,0,-2.0,-2,-2,0.01224886166919629
90000.0,0,4744.0,5310.666666666667,16400.0,0.5146712694178566,0,-0.16666666666666666,0,0,0.052710525438606236
50000.0,0,47620.0,35715.833333333336,7891.0,0.036822899167506626,0,0.0,0,0,0.9523809523809523
60000.0,1,-109.0,-65.66666666666667,2500.0,-6.361323155216285,1,-0.8333333333333334,1,1,-0.00181663638939351
50000.0,0,22541.0,18711.333333333332,7112.0,0.06334785203395417,0,0.0,0,0,0.4508109837803244
50000.0,0,650.0,6701.333333333333,39567.0,0.984033425352533,0,-1.0,-1,-1,0.012999740005199895
50000.0,0,15329.0,16180.333333333334,6600.0,0.06798306603627824,0,0.0,0,0,0.3065738685226295
230000.0,0,16646.0,18957.666666666668,97489.0,0.85706875785735,0,-1.0,-1,-1,0.07237359837565924
50000.0,1,30518.0,25311.5,6934.0,0.045657470204780407,1,0.3333333333333333,2,2,0.6103477930441391
100000.0,0,93036.0,82539.5,18744.0,0.03784846881701323,0,0.0,0,0,0.930350696493035
500000.0,0,10929.0,20957.333333333332,158502.0,1.260503399737564,0,-2.0,-2,-2,0.021857956284087432
500000.0,0,13709.0,9719.666666666666,45425.0,0.778905673965603,0,-2.0,-2,-2,0.027417945164109673
160000.0,0,30265.0,4218.666666666667,2280.0,0.09007229486824951,0,-1.5,-1,-1,0.18915506778082636
280000.0,0,186503.0,178329.5,41923.0,0.03918117942611904,0,0.0,0,0,0.6660797640008429
60000.0,0,15054.0,5379.833333333333,53349.0,1.6526951672862453,0,-0.16666666666666666,0,0,0.2508958184030266
50000.0,1,0.0,130.0,780.0,0.998719590268886,1,-1.1666666666666667,1,1,0.0
280000.0,0,498.0,8607.166666666666,37357.0,0.7233560529780807,1,-0.3333333333333333,2,-1,0.001778565076553298
360000.0,0,218668.0,275125.1666666667,243840.0,0.1477144961811344,0,0.0,0,0,0.6074094238627115
70000.0,0,67521.0,65476.0,19342.0,0.04923419972152717,0,0.0,0,0,0.9645719346866474
10000.0,0,1877.0,3793.5,7227.0,0.3175028556365873,0,0.0,0,0,0.18768123187681232
140000.0,0,59504.0,64189.0,20000.0,0.051929842782400974,0,0.0,0,0,0.42502553553188904
40000.0,0,18927.0,24530.833333333332,13000.0,0.08832361773538244,1,0.3333333333333333,2,0,0.47316317092072696
210000.0,1,0.0,0.0,0.0,0.0,0,-2.0,-2,-2,0.0
20000.0,1,14028.0,13221.333333333334,20075.0,0.25306004109468166,1,0.16666666666666666,2,0,0.7013649317534123
150000.0,1,4463.0,1639.5,2183.0,0.2218946940435048,0,-0.5,0,0,0.02975313497910014
380000.0,0,22401.0,19135.833333333332,93332.0,0.8128832218506131,0,-1.0,-1,-1,0.058949844868829294
20000.0,0,17447.0,19301.666666666668,6246.0,0.0539327006933711,0,0.0,0,0,0.8723063846807659
70000.0,1,37042.0,38168.666666666664,8100.0,0.03536917118242196,5,1.5,2,1,0.5291638690875845
100000.0,0,61559.0,44197.5,9606.0,0.036223631715098084,0,0.0,0,0,0.6155838441615584
310000.0,0,13465.0,7354.166666666667,30668.0,0.6950097448216471,0,-2.0,-2,-2,0.043435343756955624
180000.0,0,41402.0,43191.833333333336,10246.0,0.03953664258813361,2,0.5,2,1,0.230009833278704
150000.0,0,46224.0,29458.5,12867.0,0.07279691318910111,1,0.3333333333333333,2,2,0.3081579456136959
500000.0,0,1905.0,1398.0,6483.0,0.7727977112885922,0,-2.0,-2,-2,0.00380999238001524
180000.0,0,16386.0,9234.0,29179.0,0.5266492193845321,0,-0.5,0,0,0.09103282759540225
180000.0,0,175886.0,158727.0,34062.0,0.035765774184843384,0,0.0,0,0,0.9771390158943561
200000.0,0,1587.0,1124.5,1900.0,0.2815649081209247,5,1.6666666666666667,3,-1,0.007934960325198375
400000.0,0,400134.0,380690.0,109029.0,0.04773304274998785,0,0.0,0,0,1.000332499168752
500000.0,1,22848.0,18283.166666666668,8816.0,0.08036463081130356,0,0.0,0,0,0.04569590860818278
70000.0,0,70800.0,40707.0,12120.0,0.04962271180750318,0,-0.16666666666666666,0,0,1.0114141226553905
50000.0,1,24987.0,26279.0,6125.0,0.038845726970033294,6,2.0,2,2,0.499730005399892
50000.0,1,28718.0,9647.333333333334,1000.0,0.01727563272004837,0,-1.0,0,0,0.5743485130297394
130000.0,0,99.0,408.6666666666667,2353.0,0.9592335915205871,0,-1.3333333333333333,-1,-1,0.000761532603595357
200000.0,1,152519.0,78272.66666666667,9522.0,0.020275233850825213,2,-0.5,2,-2,0.7625911870440648
10000.0,1,2097.0,3808.6666666666665,3010.0,0.1317113726862994,3,1.0,2,2,0.2096790320967903
210000.0,0,300.0,1431.5,9198.0,1.070779976717113,1,-0.5,2,2,0.0014285646258827339
130000.0,0,-190.0,1316.8333333333333,41379.0,5.236522399392559,2,-0.5,2,1,-0.0014615272190213922
20000.0,0,18565.0,14721.0,3700.0,0.041889795872156875,1,0.3333333333333333,2,2,0.928203589820509
80000.0,0,780.0,390.0,1950.0,0.8329773601025203,0,-1.0,-1,-1,0.009749878126523418
320000.0,1,58267.0,60358.666666666664,13800.0,0.03810544162273956,6,2.0,2,2,0.18208380598810628
200000.0,0,9076.0,4404.166666666667,19512.0,0.7383637326875048,1,-0.5,2,-1,0.045379773101134495
290000.0,0,0.0,919.0,5514.0,0.999818676337262,1,-0.8333333333333334,1,1,0.0
340000.0,0,3048.0,23699.833333333332,141997.0,0.9985724331926864,0,-1.0,-1,-1,0.008964679515648484
20000.0,0,14619.0,16888.0,5590.0,0.05516683279219177,1,0.3333333333333333,2,0,0.7309134543272836
50000.0,0,42838.0,24234.333333333332,6358.0,0.04372554278679844,0,-0.16666666666666666,0,-1,0.8567428651426972
300000.0,0,291.0,291.0,1746.0,0.9994275901545506,0,-1.0,-1,-1,0.0009699967666774444
30000.0,1,28387.0,24864.333333333332,8411.0,0.05637890700932387,0,0.0,0,0,0.9462017932735576
240000.0,1,0.0,0.0,0.0,0.0,1,-1.5,1,1,0.0
470000.0,0,165254.0,102470.5,21926.0,0.035662238299090473,0,0.0,0,0,0.35160350722658035
360000.0,0,23411.0,49150.5,161355.0,0.5471441553861596,0,-0.16666666666666666,0,0,0.06503037491562523
60000.0,1,26324.0,23927.666666666668,5345.0,0.0372300041095795,0,0.0,0,0,0.43872602123297944
400000.0,0,131595.0,116825.33333333333,22753.0,0.03246009361540645,1,0.3333333333333333,2,0,0.3289866775333062
50000.0,0,48909.0,29583.166666666668,6052.0,0.03409577464788732,0,0.0,0,0,0.9781604367912642
160000.0,0,130028.0,111168.83333333333,101747.0,0.15254102612538867,0,0.0,0,0,0.8126699208129949
360000.0,1,390.0,585.0,2340.0,0.6664767872401025,1,-0.3333333333333333,2,-1,0.0010833303240824332
160000.0,0,3826.0,5270.5,8216.0,0.2598026815077157,0,-0.16666666666666666,0,0,0.023912350547809075
130000.0,0,81313.0,37755.666666666664,56705.0,0.2503145209349549,0,-0.5,0,0,0.6254798040015077
20000.0,0,8583.0,10218.166666666666,6151.0,0.10032621105855488,3,1.0,2,2,0.4291285435728214
200000.0,1,138180.0,143694.5,32800.0,0.03804362954783754,6,2.0,2,2,0.6908965455172724
280000.0,0,7524.0,2560.0,3968.0,0.2583165158518326,0,-0.8333333333333334,0,-1,0.026871332602383564
100000.0,0,-2000.0,592.5,7555.0,2.124578177727784,0,-2.0,-2,-2,-0.01999980000199998
160000.0,0,880.0,693.6666666666666,11018.0,2.646649051165025,0,-1.1666666666666667,-1,-1,0.0054999656252148425
60000.0,0,45648.0,32973.166666666664,6261.0,0.03164678528103518,0,0.0,0,0,0.7607873202113298
90000.0,0,83725.0,59119.333333333336,11756.0,0.0331419131307493,0,0.0,0,0,0.9302674414728725
360000.0,0,3967.0,9743.333333333334,120613.0,2.0631361078325723,0,-0.8333333333333334,0,-1,0.011019413834961569
150000.0,0,86009.0,79901.83333333333,23841.0,0.04972966884433431,0,0.0,0,0,0.573389510736595
50000.0,0,18722.0,13965.666666666666,3783.0,0.04514589175965153,0,0.0,0,0,0.374432511349773
20000.0,1,17973.0,15536.166666666666,5685.0,0.060986075650625415,0,-0.16666666666666666,0,0,0.8986050697465127
140000.0,0,672.0,2279.8333333333335,13007.0,0.9508040935672515,0,-2.0,-2,-2,0.004799965714530611
380000.0,0,-81.0,22100.333333333332,42019.0,0.31687820034237535,0,-0.8333333333333334,0,-2,-0.00021315733379649002
480000.0,0,422069.0,460169.1666666667,130971.0,0.047435798995732005,2,0.6666666666666666,2,0,0.8793085847737817
50000.0,1,44698.0,34227.666666666664,6870.0,0.03345230733272629,0,0.0,0,0,0.8939421211575769
60000.0,0,56685.0,57006.333333333336,13517.0,0.03951888527331678,5,1.6666666666666667,2,2,0.9447342544290929
70000.0,0,5580.0,5351.5,28529.0,0.8884771099345998,0,-1.5,-1,-1,0.0797131469550435
80000.0,0,6108.0,2977.5,12794.0,0.716108810030225,0,-1.0,-1,-1,0.07634904563692954
350000.0,0,713.0,1831.1666666666667,15285.0,1.391062977793957,0,-1.0,-1,-1,0.0020371370367513234
130000.0,0,171438.0,113489.66666666667,287768.0,0.42260466796585305,0,-0.5,0,0,1.3187437019715234
360000.0,0,-103.0,-103.0,0.0,-0.0,1,-1.5,1,1,-0.00028611031636023235
330000.0,0,105879.0,106596.66666666667,32747.0,0.05120070796349485,1,0.3333333333333333,2,0,0.3208444822894476
50000.0,0,13244.0,15523.166666666666,7000.0,0.0751556796220743,1,0.3333333333333333,2,0,0.26487470250594985
280000.0,0,135673.0,142501.33333333334,40604.0,0.04748955858944175,6,2.1666666666666665,3,2,0.4845446980546498
100000.0,0,52128.0,55864.333333333336,17866.0,0.05330158985879524,0,0.0,0,0,0.5212747872521275
50000.0,0,19015.0,19851.666666666668,5471.0,0.04593194583203902,0,0.0,0,0,0.38029239415211696
30000.0,1,18199.0,19610.0,6312.0,0.05364564299130553,3,1.0,3,-1,0.6066131128962368
240000.0,0,326.0,1242.6666666666667,7656.0,1.0266863349872604,0,-1.0,-1,-1,0.0013583276736346933
80000.0,1,14029.0,16503.666666666668,7700.0,0.07775971239005079,1,0.3333333333333333,2,2,0.17536030799615004
400000.0,0,19660.0,11971.333333333334,57891.0,0.8059558117195005,0,-1.0,-1,-1,0.04914987712530719
240000.0,0,50254.0,34950.5,11073.0,0.05280299851218861,0,-0.3333333333333333,0,0,0.20939079420502416
50000.0,1,46004.0,48374.166666666664,10235.0,0.03526319053492555,6,2.1666666666666665,3,2,0.9200615987680246
450000.0,1,0.0,0.0,0.0,0.0,1,-1.5,1,1,0.0
110000.0,0,0.0,0.0,0.0,0.0,1,-1.5,1,1,0.0
310000.0,1,304991.0,271089.6666666667,53973.0,0.03318272725092974,1,0.3333333333333333,2,2,0.9838387618104458
20000.0,0,19115.0,18683.333333333332,4308.0,0.038429630422565364,0,0.0,0,0,0.9557022148892556
20000.0,0,0.0,0.0,0.0,0.0,1,-1.5,1,1,0.0
200000.0,0,110151.0,102947.5,22056.0,0.03570746301518895,0,0.0,0,0,0.5507522462387688
180000.0,1,163736.0,111480.33333333333,14771.0,0.022083084784633486,0,0.0,0,0,0.9096393908922729
50000.0,1,3347.0,5091.333333333333,6200.0,0.20295263347409082,0,0.0,0,0,0.06693866122677547
60000.0,0,60521.0,44020.833333333336,7511.0,0.0284371852827817,3,1.1666666666666667,3,3,1.0086665222246296
30000.0,0,4000.0,5462.666666666667,31886.0,0.9728163041156909,1,-1.1666666666666667,1,1,0.1333288890370321
240000.0,0,95.0,1879.8333333333333,8944.0,0.7929078014184398,1,-0.3333333333333333,1,1,0.00039583168403464986
420000.0,0,253454.0,224985.16666666666,53309.0,0.039490722358198165,0,0.0,0,0,0.6034604679512667
330000.0,0,227389.0,228219.5,49096.0,0.03585434500970556,0,0.0,0,0,0.6890554877106433
30000.0,0,28452.0,20580.333333333332,5460.0,0.04421661281309978,0,0.0,0,0,0.9483683877204093
240000.0,0,10674.0,12951.333333333334,4627.0,0.059542652717188484,3,1.0,2,0,0.044474814688272135
150000.0,0,17444.0,23471.5,20000.0,0.14201519562593198,0,0.0,0,0,0.116292558049613
210000.0,0,7166.0,7209.333333333333,7046.0,0.16288693159488637,0,0.0,0,0,0.03412364703025224
50000.0,1,752.0,1155.3333333333333,6180.0,0.8913890090869754,0,-1.3333333333333333,-1,-1,0.01503969920601588
50000.0,0,50801.0,34721.666666666664,8960.0,0.043008481694994986,0,0.0,0,0,1.0159996800064
240000.0,1,0.0,0.0,0.0,0.0,1,-1.5,1,1,0.0
180000.0,0,1832.0,638.0,5580.0,1.4572995560198485,0,-1.0,-1,-1,0.010177721234882028
50000.0,0,10131.0,16581.166666666668,13500.0,0.135694757156642,4,1.1666666666666667,2,1,0.20261594768104638
170000.0,0,12159.0,11331.333333333334,65846.0,0.9684801953257145,0,-2.0,-2,-2,0.07152310868759595
20000.0,0,1199.0,4418.333333333333,23641.0,0.8917430500546942,0,-0.8333333333333334,0,-1,0.059947002649867506
50000.0,0,4999.0,8030.666666666667,7183.0,0.1490712877451489,1,0.5,3,0,0.0999780004399912
170000.0,1,19269.0,17502.0,3752.0,0.03572890975403045,0,0.0,0,0,0.11334639208004658
200000.0,0,197236.0,132378.83333333334,87000.0,0.10953398953006141,2,0.5,2,1,0.9861750691246544
80000.0,0,9168.0,10325.0,4121.0,0.06652031444205905,4,1.3333333333333333,3,1,0.11459856751790602
260000.0,0,-1100.0,3506.3333333333335,24469.0,1.1630305622890822,1,-0.8333333333333334,1,1,-0.004230752958642467
140000.0,0,86627.0,68553.83333333333,16267.0,0.039547898979879606,1,0.3333333333333333,2,0,0.6187598660009571
80000.0,0,42444.0,42754.666666666664,63000.0,0.24558626899882666,0,0.0,0,0,0.5305433682078974
350000.0,0,208.0,790.6666666666666,4536.0,0.9559536354056902,1,-0.8333333333333334,1,1,0.0005942840163313819
280000.0,0,208775.0,161936.83333333334,133200.0,0.13709034995090683,0,0.0,0,0,0.7456223370630819
30000.0,0,9014.0,11678.666666666666,8700.0,0.12415623706705864,0,0.0,0,0,0.3004566514449518
140000.0,0,23944.0,37163.333333333336,35389.0,0.15870858952108027,0,0.0,0,0,0.17102734980464426
200000.0,0,105420.0,95901.16666666667,22560.0,0.03920696271167589,0,0.0,0,0,0.5270973645131775
200000.0,0,196031.0,169693.33333333334,37788.0,0.03711397313391497,0,0.0,0,0,0.9801500992495038
210000.0,1,115785.0,134241.83333333334,65268.0,0.0810327617288181,6,4.0,6,2,0.5513545173594412
50000.0,0,12854.0,13314.0,3800.0,0.0475683795455968,2,0.8333333333333334,3,3,0.25707485850282996
30000.0,0,24357.0,27099.333333333332,8150.0,0.05012392602569543,5,1.6666666666666667,2,2,0.8118729375687477
50000.0,0,390.0,566.0,2640.0,0.7771563143950545,2,0.0,2,2,0.007799844003119938
290000.0,0,1234.0,606.1666666666666,2376.0,0.6531061022539857,0,-0.8333333333333334,0,-1,0.004255157740835376
250000.0,0,141223.0,153157.0,39850.0,0.043365040051450414,1,0.3333333333333333,2,0,0.5648897404410382
60000.0,0,21148.0,25050.666666666668,10000.0,0.06653138618143109,0,0.0,0,0,0.352460792320128
110000.0,0,101640.0,89889.83333333333,21100.0,0.03912188971706159,0,0.0,0,0,0.9239916000763629
370000.0,0,6093.0,10511.666666666666,61944.0,0.9821312489099586,0,-2.0,-2,-2,0.016467523060748484
100000.0,0,102349.0,51681.5,55906.0,0.1802895933438679,2,0.5,2,-1,1.023479765202348
90000.0,0,72112.0,78825.16666666667,24652.0,0.052123682741588996,1,0.3333333333333333,2,0,0.801235541827313
50000.0,0,28040.0,28559.833333333332,6795.0,0.03965336134453781,0,0.0,0,0,0.5607887842243156
270000.0,0,37695.0,30034.833333333332,19000.0,0.10543255091282393,0,0.0,0,0,0.13961059403483692
300000.0,0,688.0,1963.3333333333333,11846.0,1.0055173584585348,0,-1.0,-1,-1,0.00229332568891437
50000.0,0,8567.0,8964.5,31149.0,0.5791068639845318,0,-0.16666666666666666,0,-1,0.17133657326853463
50000.0,1,-709.0,-1928.1666666666667,0.0,-0.0,1,-1.5,1,1,-0.014179716405671887
360000.0,0,0.0,12.833333333333334,77.0,0.9871794871794872,1,-1.1666666666666667,1,1,0.0
130000.0,1,64617.0,68429.16666666667,14500.0,0.03531623865009158,6,2.0,3,1,0.49705002269213316
80000.0,0,6187.0,2604.0,6004.0,0.384256,0,-0.5,0,-2,0.07733653329333383
50000.0,0,48860.0,36747.166666666664,6500.0,0.029480597231545145,3,0.8333333333333334,2,1,0.9771804563908721
20000.0,0,16001.0,13985.666666666666,6913.0,0.08238098075433474,0,0.0,0,0,0.800009999500025
80000.0,0,77883.0,53926.5,8800.0,0.027197428606749906,1,0.3333333333333333,2,0,0.9735253309333634
240000.0,0,12212.0,19710.166666666668,84191.0,0.7119023862271905,1,-0.16666666666666666,2,-1,0.05088312132032783
80000.0,0,49608.0,21581.166666666668,29000.0,0.22395897689361177,0,-0.16666666666666666,0,0,0.6200922488468894
500000.0,0,56422.0,96540.5,222550.0,0.3842076914046585,0,0.0,0,0,0.11284377431245138
60000.0,1,58024.0,37073.833333333336,10837.0,0.04871787955620291,0,0.0,0,0,0.9670505491575141
20000.0,0,10642.0,8484.0,5353.0,0.10515666437481583,0,-0.16666666666666666,0,0,0.5320733963301835
100000.0,1,14483.0,15391.833333333334,5600.0,0.060637560637560636,3,0.8333333333333334,2,1,0.14482855171448286
360000.0,0,2616.0,27257.666666666668,199288.0,1.2185365674699016,1,-0.6666666666666666,1,1,0.007266646481537551
200000.0,1,199436.0,197097.0,35984.0,0.03042830820331427,6,2.0,2,2,0.9971750141249294
130000.0,0,0.0,9623.666666666666,17397.0,0.3012832724312904,1,0.0,1,1,0.0
20000.0,0,21703.0,20965.333333333332,1760.0,0.013991239576129038,6,3.1666666666666665,5,1,1.0850957452127394
310000.0,0,59901.0,58956.666666666664,40419.0,0.11426156425181136,0,0.0,0,0,0.19322840894061633
60000.0,1,19625.0,21669.666666666668,6752.0,0.05193087164183696,2,0.6666666666666666,2,2,0.3270778820352994
180000.0,0,11386.0,7642.333333333333,22881.0,0.4989859339221459,0,-1.0,0,-1,0.06325520413775479
180000.0,0,14670.0,11373.166666666666,38067.0,0.5578399765533412,1,-0.3333333333333333,2,-1,0.08149954722473764
50000.0,0,47790.0,14145.0,26511.0,0.31236818230019675,0,-0.3333333333333333,0,0,0.9557808843823123
50000.0,1,36166.0,38126.5,8132.0,0.035548172757475086,6,1.8333333333333333,2,1,0.7233055338893222
150000.0,0,0.0,269.3333333333333,1616.0,0.9993815708101422,0,-2.0,-2,-2,0.0
20000.0,0,18553.0,17251.833333333332,24766.0,0.23925728417961203,0,-0.16666666666666666,0,0,0.9276036198190091
500000.0,0,412.0,1076.1666666666667,21861.0,3.3851037472901826,0,-1.5,-1,-2,0.000823998352003296
30000.0,1,29010.0,19642.333333333332,2903.0,0.024631963005387978,3,0.8333333333333334,2,1,0.9669677677410753
180000.0,0,750.0,125.0,0.0,0.0,0,-2.0,-2,-2,0.0041666435186471186
140000.0,0,27123.0,21812.0,38300.0,0.292650126458475,2,0.6666666666666666,2,0,0.19373433046906807
140000.0,0,13424.0,10706.0,49839.0,0.7758612637576474,0,-0.8333333333333334,0,-1,0.09588502939264719
120000.0,0,107314.0,114815.66666666667,29152.0,0.04231704396170679,0,0.0,0,0,0.8942758810343248
360000.0,0,226430.0,200463.16666666666,37500.0,0.031177771496034186,0,0.0,0,0,0.6289704750820136
20000.0,0,227.0,16490.166666666668,31538.0,0.3187524003961917,0,-0.3333333333333333,0,-1,0.01134943252837358
100000.0,0,390.0,505.5,5023.0,1.6555702043506921,0,-1.0,-1,-1,0.003899961000389996
210000.0,1,3088.0,1609.5,6988.0,0.7235452474632429,0,-1.0,-1,-1,0.014704691882419607
80000.0,1,81625.0,65234.5,13838.0,0.0353544127866574,0,0.0,0,0,1.0202997462531718
330000.0,0,8872.0,3243.6666666666665,10868.0,0.5583928479679392,0,-1.3333333333333333,-1,-1,0.026884767015857527
220000.0,0,105607.0,69996.5,103985.0,0.2475951235773132,0,-0.5,0,0,0.48002963622892625
210000.0,1,0.0,397.3333333333333,11877.0,4.979874213836478,1,-0.6666666666666666,1,1,0.0
40000.0,0,38257.0,35990.833333333336,8404.0,0.038917136691580305,0,0.0,0,0,0.9564010899727506
30000.0,0,28347.0,17267.166666666668,8493.0,0.08197559939770666,1,0.3333333333333333,2,0,0.9448685043831873
470000.0,0,296573.0,333803.0,55690.0,0.02780580771402708,4,1.3333333333333333,2,2,0.6310050404148076
30000.0,0,390.0,585.0,2490.0,0.7091996582170322,1,-0.5,2,-1,0.01299956668111063
240000.0,1,-946.0,-946.0,0.0,-0.0,1,-1.5,1,1,-0.003941650243123987
80000.0,0,79278.0,78468.16666666667,19500.0,0.04141798177608802,1,0.3333333333333333,2,2,0.9909626129673379
110000.0,0,89989.0,75641.16666666667,26954.0,0.05938992790537801,0,0.0,0,0,0.8180743811419896
310000.0,0,1424.0,1015.3333333333334,4668.0,0.7661250615460364,0,-1.3333333333333333,-1,-1,0.00459353356924655
360000.0,1,105167.0,114260.83333333333,32100.0,0.04682262539274118,3,1.0,2,2,0.2921297440840442
330000.0,0,335196.0,334236.3333333333,73223.0,0.03651256919376948,0,0.0,0,0,1.015742376538253
300000.0,0,291619.0,238552.5,74582.0,0.05210729147162471,0,0.0,0,0,0.9720600931330229
320000.0,0,91653.0,72878.0,41866.0,0.09574426725882694,0,0.0,0,0,0.2864147299539689
50000.0,1,52626.0,40661.333333333336,34317.0,0.14066131352753833,3,1.0,3,1,1.0524989500209996
170000.0,0,130370.0,128683.66666666667,48549.0,0.06287891641400176,0,0.0,0,0,0.7668778418950477
350000.0,0,3265.0,1397.3333333333333,5119.0,0.610494931425164,0,-1.1666666666666667,-1,-1,0.009328544775586355
20000.0,0,16455.0,18076.833333333332,7564.0,0.06973871033172908,0,0.0,0,0,0.8227088645567722
50000.0,1,49758.0,33750.166666666664,9074.0,0.044809433980898955,1,0.3333333333333333,2,2,0.9951400971980561
20000.0,0,19154.0,10652.0,5133.0,0.08031229953217656,2,0.5,2,1,0.9576521173941303
50000.0,0,35084.0,22155.0,6732.0,0.050642814693337146,0,0.0,0,0,0.7016659666806664
20000.0,1,20235.0,15776.0,13200.0,0.13945085941874347,3,0.8333333333333334,2,1,1.0116994150292484
50000.0,0,102800.0,32924.666666666664,51938.0,0.26291198639324925,0,-0.6666666666666666,0,0,2.0559588808223834
190000.0,1,129801.0,138009.66666666666,34887.0,0.042131055878868534,3,1.0,2,2,0.683159562318093
60000.0,0,58203.0,29299.0,5935.0,0.03376091470178333,0,0.0,0,0,0.9700338327694539
80000.0,0,7988.0,6975.333333333333,36293.0,0.8671540869232791,0,-1.0,-1,-1,0.09984875189060137
150000.0,0,127402.0,66630.0,12625.0,0.03157978993498941,0,0.0,0,0,0.8493410043933041
210000.0,0,1440.0,3021.6666666666665,19989.0,1.1024764215983673,0,-1.6666666666666667,-1,-2,0.0068571102042371225
240000.0,1,234205.0,218871.16666666666,50997.0,0.038833317596030544,0,0.0,0,0,0.9758501006245808
140000.0,1,19346.0,19309.0,13597.0,0.11736222001639982,0,0.0,0,0,0.1381847272519482
60000.0,0,21501.0,7406.0,2285.0,0.051421113036433604,3,0.0,2,1,0.35834402759954
50000.0,0,47174.0,40207.333333333336,12800.0,0.05305809446827914,0,0.0,0,0,0.9434611307773845
50000.0,0,26655.0,28205.666666666668,7950.0,0.04697609832481461,0,0.0,0,0,0.5330893382132358
180000.0,0,3139.0,2439.0,5818.0,0.39754014349162964,2,0.0,2,-1,0.017438792006711074
30000.0,0,142.0,102.16666666666667,595.0,0.9690553745928339,4,1.0,2,-1,0.00473317556081464
20000.0,0,19816.0,13314.833333333334,5918.0,0.07407685567655527,0,-0.3333333333333333,0,0,0.9907504624768761
250000.0,0,52874.0,10569.5,11727.0,0.1849159544608786,0,-0.8333333333333334,0,0,0.21149515401938393
100000.0,0,37767.0,32749.666666666668,8260.0,0.04203583733250551,0,0.0,0,0,0.3776662233377666
330000.0,0,46140.0,42667.5,15230.0,0.059490793184534735,1,0.3333333333333333,2,0,0.13981775812800568
50000.0,0,35713.0,19645.166666666668,7027.0,0.05961551513506176,0,0.0,0,0,0.7142457150856983
50000.0,0,50867.0,40143.666666666664,10062.0,0.041774784836193186,3,0.8333333333333334,2,1,1.0173196536069278
30000.0,0,29242.0,22526.666666666668,8056.0,0.059602991987333626,0,0.0,0,0,0.9747008433052231
140000.0,1,101551.0,105239.83333333333,25041.0,0.039656974534397565,0,0.0,0,0,0.7253591045778245
160000.0,0,70243.0,56231.833333333336,132311.0,0.3921580831792099,0,-0.16666666666666666,0,0,0.43901600614996156
400000.0,0,19532.0,5671.666666666667,14825.0,0.43563221768387644,0,-0.8333333333333334,0,-1,0.04882987792530519
50000.0,0,27699.0,28925.333333333332,6842.0,0.03942311570528888,0,0.0,0,0,0.5539689206215875
140000.0,0,1154.0,4515.833333333333,27501.0,1.0149468556244463,0,-0.8333333333333334,0,0,0.008242798265726674
